name,review,rating
"Playtex Diaper Genie - First Refill Included","So far, the Diaper Genie is working like a dream for me. I have a &quot;hand-me-down&quot; with the original narrower opening. My baby is 5 weeks old, and the partly-used film that it came with is still going strong. There\'s probably not any smell because she\'s a newborn and strictly breastfed.  I can detect no odor whatsoever, even when I open it to remove the full sausage link.I recommend this method for saving the film:  Sealing each diaper in its own link is wasteful -- at the end of it all, the links unravel into a long sausage, so why not do this...I seal each one with a twist after i first shove it down past the tabs (you can feel them if you push deep enough.  On the NEXT diaper, I UNTWIST to expose the previous diapers and shove the diaper right in there, and then retwist.  It holds the odors in just fine and saves YARDS of that film. And you can get more diapers into the barrel of the genie. Marvelous results.I AM disappointed in the cutting mechanism, but find it works best if you twist the thing quite tight, and retwist as needed until the film is cut. Anyone have any tips on making that part work better?",4
"Playtex Diaper Genie - First Refill Included","We love the diaper genie.  Contains the odor well and is easy to use.",5
"Playtex Diaper Genie - First Refill Included","We got a different diaper pail when my daughter was born and it broke and smelled within weeks. We then went out and bought the diaper genie and fell in love. No more poopie smell and it was so easy to empty and refill. I would recommend this to anyone.",4
"Playtex Diaper Genie - First Refill Included","I have two major complaints about the Diaper Genie. First, it does not keep the stink out. Actually, that\'s not true. It does keep the stink out as long as you don\'t open the lid to put a diaper in, but once you open the lid you need to run out of the room. And what good is a diaper pail if you can\'t stand to open it to put diapers in? (Of course, you get a double-dose of the smell when you open the bottom to empty it!) The other complaint is the special liners. I knew when I got it that it needed the separate liners, but I had no idea how quickly they would need to be refilled. I am looking for a new diaper pail now and will certainly get one that uses normal trash bags.",2
"Playtex Diaper Genie - First Refill Included","we thoght this was great by the time our son was 4 months old we stopped using it.  Yes, there will always be a stink with all pails.. but this one seems to come more from the BAG refills then from the poop.  We stopped using it, not only because of the smell but it\'s not convient to bend so far down and &quot;PLAY&quot; around with making sure it is placed correctly and turned.. it\'s easier to use a plastic bag in a garbage can and remove it each night.",3
"Playtex Diaper Genie - First Refill Included","The Diaper Genie has gotten some bad reviews,but if you compare it to all the other Diaper Pails out there,it beats them all by far. If you take the extra minute to read the instructions(and never let Mr. Dad lay a finger on it)then you never have a problem with it. The only problem i had was the diapers didn\'t always twist right, so they were all wrapped together but it still wrapped them up and kept the smell out, and i kind of liked it b/c the refill lasted longer w/ less bag being used and the bag wasn\'t so long when i went to empty it.",5
"Playtex Diaper Genie - First Refill Included","I fell for all the hype too. Thought it would be a great idea. My husband and I sat down and messed with this thing over and over trying to get the twisting mechanism to work without squishing a diaper in our hand. Nasty. Not sure about the smell thing, we just tried it with plain diapers first to see if it worked ok. I returned it 2 days after I bought it. We went back to the store and bought a covered garbage can and keep it in the bathroom. Between the mechanism not twisting properly and the bags never sealing or cutting it was more time consuming than helpful.",1
"Playtex Diaper Genie - First Refill Included","The diaper genie seems to be more work than it is worth.  It fills up so fast and sometimes the liners rip causing problems. I am sure a more ordinary diaper waste container would be easier.  It does keep out odor, which is good.",3
"Playtex Diaper Genie - First Refill Included","I think the Diaper Genie works very well. I have no complaints. It is extremely easy to operate and change the bags. In my opinion, it is the best looking diaper pail and it contains the odor beautifullly. I highly recommend this product.",5
"Playtex Diaper Genie - First Refill Included","Do not buy this piece of junk. You need a Ph.D. in mechanical engineering to use it.  And even if you can figure it out, it doesn\'t work all that well.Instead, buy a trash can with a lid.  Trust me, you\'ll be happy you did.",1
"Playtex Diaper Genie - First Refill Included","LISTEN up new parents!  This one isn\'t worth the money.  It is smelly and difficult to change.  The refills are expensive.  I will soon be buying my third diaper pail and my daughter is 15 months old.  Hopefully, the next one, Diaper Champ, will be better!",1
"Playtex Diaper Genie - First Refill Included","Prior to parenthood, I had heard several parents rave about this product, but even my tempered expectations were not prepared for the disappointments with this product. After using a Diaper Genie for a year I am shocked by the popularity of this product. Everything about it, including the design, the manufacturing, and the accessories, are a big disappointment. Furthermore, the product is clearly designed to ""give away the razor to sell you the razor blades."" The initial product seems moderately priced, but their profit really comes from the high-priced refills, which are little more than thin plastic bags which sell for [$$$] or more.DesignThe lid is not child-proof as advertised. My toddler has been able to flip it open since he was old enough to stand up (age 1). There is nothing even remotely child-proof about the lid. The top of the Genie is an over-complicated, somewhat fragile lid-within-a-lid, which my wife and all of our babysitters find confusing to use when replacing refills. It took me 15-20 minutes the first time I did it (I\'m an engineer), so since I now have the expertise, the Genie goes unused until I can refill it.  From an engineering standpoint, the Genie appears designed to dispense the maximum amount of plastic wrap possible while allowing as much odor to escape the unit as possible, thereby encouraging you to refill the unit frequently.ManufacturingAs other users have reported, the plastic of which the Genie is made of ABSORBS odors, causing the unit to PERMANENTLY stink after about 6 months. I have washed it with everything I could think of, including bleach, to no avail. The thin plastic tab holding the bottom door tight broke off in the first few weeks, so I jury-rigged it.  The plastic lid does not even attempt to be air-tight, allowing odors to escape easily from inside the unit.AccessoriesThe fundamental purpose of the Genie is to seal dirty diapers in a plastic wrap, with twists in between each diaper. First, the Genie only holds 12-15 dirty diapers from a 1 yr old, not the ""up to 25"" advertised. Second, the plastic is so thin that ALL odors pass through it. While the plastic does seal the diapers from leaking, the odors pass right through. The plastic is of incredibly cheap quality and thickness, nowhere close to the quality of good outdoor plastic garbage bags. The plastic has been scented with a scent I find repulsive. The refills, which are only available from Playtex, are sold at a huge markup from their actual cost, and only 5 refills cost more than the entire unit itself.ConclusionIf I believed in conspiracy theories, I might think the Diaper Genie was a cynical attempt by Playtex to get parents to consume expensive refills as fast as possible.  At the very least, it is a horrible product which is a complete waste of money. You will be wise to save your money, just buy some thick outdoor garbage bags and an inexpensive metal garbage can with a lid, and you\'ll have a much more effective, inexpensive Diaper Genie of your own.",1
"Playtex Diaper Genie - First Refill Included","I love the Diaper Genie!  I received this as a shower gift nine years ago with my first child when it was a relatively new product.  I loved it so much that I have saved it all these years in hopes that one day we would have another baby.  Well, with baby number two due April 28 I am very glad I saved it.  If I had not I would certainly be buying another one.  The system is easy to use and odor free!  I would take it out to the big trash can to empty it cut the bag with the cutter and pop the bottom open over the trash can.  It couldn\'t be cleaner or easier.  I would recommend this product highly to any parents.",5
"Playtex Diaper Genie - First Refill Included","For ME the diaper geine is great...is not smelly at all. Now if you leave it with dirty diapers for weeks of course is going to smell...is easy to take the diapers out and you just drop the refill every now and then. The refills are not expensive and if you think they are just use your normal waste basket and have a smelly house. I never had any problems with it.",5
"Playtex Diaper Genie - First Refill Included","It stinks!!!  It definatly keeps the smell in, but then where does the smell go?  No where, it just sits there and gets worse and worse.  I\'ve tried cleaning it, spraying disinfectant in it, anything, but it still stinks.  I love the concept but they need to work on it a little more.",3
"Playtex Diaper Genie - First Refill Included","I got this as a baby shower gift from a friend and we used it for a couple weeks.then I went to buy refills for it and they were expensive I would much rather do the sented bags you can get 100 of them at any dollar store.",2
"Playtex Diaper Genie - First Refill Included","The Diaper Genie is another one of those things that you feel you can live without until you have one.  I have read the instructions, set the thing up and used it three times and then it just bound up on me.  I thought I was doing something wrong, but the diapers that were in the bottom were sitting as directed.  I will admit that it took some time as Playtex does skimp on directions.  It is not worth the money!!!",1
"Playtex Diaper Genie - First Refill Included","As the other reviews state, this product is a waste of time and money.  I used to babysit a little girl a number of years ago who\'s parents used one of these.  When I first started babysitting her, the mom told me not to bother with the Diaper Genie.  It wasn\'t until I had my own daughter (now 6 months old) that I found out WHY it was such a bother!  First, the pail does not hold many diapers, especially as the baby grows and gets bigger, so you\'re having to change it out all the time.  Second, refilling the contraption is just way too complicated (as well as refills can get expensive) is just a pain!  You have to cut the bag with the cutter attached in the lid, tie off the bag, pull up enough plastic to make a NEW bag (hoping and praying that there is enough), and then deal with the smell after you open the thing up.  Plus, I don\'t know how many other people have this problem, but I have a hard time getting the first few diapers to make ""capsels"", so there are usually 5-8 diapers at the bottom collecting the stinch!  Mine is still sitting in the corner of my daughter\'s room, now going unused, while I use a regular trash can.  My suggestion: DON\'T BUY A DIAPER GENIE!  I, too, don\'t understand why these are still so popular when they are such a hassle instead.",1
"Playtex Diaper Genie - First Refill Included","This is one of the worst things that I have ever bought. This diaper pail holds VERY few diapers. I find that I have to empty it out every two days. This is VERY ANNOYING as it is a bit of an ordeal to change the bag. Enough so that I end up just throwing the diapers in the normal trash becuase I am so sick of changing the diaper genie that is always full.As far as problems operating it, if you read the instructions, then it is not hard to figure out, but the bottom line is that this thing is more trouble than it is worth. If they made one 4 times the size, then maybe I would be interested.",1
"Playtex Diaper Genie - First Refill Included","I would not recommend this diaper pail.  The plastic latches on the top cover broke off after 2 months\' use and we had problems fitting the refills into the container correctly.  Our Diaper Genie smelled and did not correctly twist or knot the dirty diapers like described.  I tossed it and used a regular trash can with a lid.  If emptied frequently, it\'s better than this product because there\'s no hassle.",1
"Playtex Diaper Genie - First Refill Included","It was great in the beginning but after awhile i realized how much of a pain it was. First of all no one but you knows how to use it, when you change the bags and start new, the first few all fall in together. its hard to separate the diapers, when you twist the top it never seals until the 3rd or 4th diaper.  Plus ive yet to see it hold odor.  Its really more trouble than its worth.",2
"Playtex Diaper Genie - First Refill Included","I got this as a gift and loved it for the first six months.  Then I discovered what a waste of money it was.  Once solid foods were introduced into my son\'s diet, this didn\'t even come close to holding in the stench.  I even used the different types of refills that were made for it...ie. infant, original and toddler.  Still didn\'t do the trick.  I even put air fresheners in and near it....  Eventually I gave up and took dirty diapers straight out to the garage and only used it for pee diapers.  Still a hassle to remove the ""diaper weenie"" so now I just use a normal trash can.  Much less hassle and same results.",1
"Playtex Diaper Genie - First Refill Included","We are currently using the Diaper Genie for our 7 week old baby, and it is excellent so far.  If you follow the instructions that come with the package, you should not have any problems.  We haven\'t had any problems operating the product, with odor, or changing the refills.  Another thing, the refills last longer than I expected.  I am still using the refill that came with the Genie and I have been changing diapers constantly since my baby was born.  I definitely recommend it.",5
"Playtex Diaper Genie - First Refill Included","I have 2 Diaper Genies- and I am quite satisfied with them. (upstairs and downstairs units)1. Smells are contained- except when changing out the refill bag.  Then look out.  Pewww!  But, doesn\'t all trash stink when changing the bag? And like most trash cans- it will need washing or deodorizing at some point.2. Holds 3-5 days worth of my toddler diapers. (more if I ball up the diapers into smaller packages.) I remove the bag every week before trash day.3. Propriatary refill bags are a drag.  I hate to spend the money on them. I have tried using a regular plastic trash bag in the Genie- BIG MISTAKE. It smelled like I was using a open trash can.  I look forward to some company making a &quot;knock off&quot; refill that can save money someday. These refills do last a good while though- 1-2 months on my unit that gets the most use,even longer on the other unit.4. My daughter can\'t get into the unit- to play in the trash.5. Easy for me to refill- impossible for my husband.  Go figure. He is probably playing dumb to get out of a stinky job.There are so few options out there for diaper disposal- so, go for it.  Try the Diaper Genie-it is certainly better than going to the garage after each diaper change to dispose.  Good luck!",5
"Playtex Diaper Genie - First Refill Included","We have a 6lb chihuahua that we love, but she uses puppy pads in a box and refuses to go out side.  Very easy for us but the smell was getting to me.  This Diaper Genie has seriously eliminated all of that horrible urine smell from my basement.  I threw out the old garbage can and this is all we use now.  This diaper genie is the best.",5
"Playtex Diaper Genie - First Refill Included","Nothing personal against this particular diaper genie - it\'s the whole concept that\'s a waste of time.  My husband told me when I was shopping to just buy a metal tin can and put plastic bags in it but I wouldn\'t listen!  I had to have the DIAPER GENIE,so I rcv\'d it as a baby shower gift.  Not even one month into using it, it broke.  It was stinky and complicated to place the trash bags in and out of.  Trust me, throw the diapers away in a trash can.  Or place the diaper immendiately in a small baggie and then throw AWAY in the trash can.  Don\'t waste your money or a registry item on this.",1
"Playtex Diaper Genie - First Refill Included","My wife and I are considering getting a *second* diaper genie for downstairs, given how well this works for us!I have a lingering suspicion that many of the negative reviewers below aren\'t using the Diaper Genie properly.  Not that it\'s difficult to use: just put the diaper in the top until it reaches the clips about 5 inches down, and spin the opening a good 5-6 rotations.  You\'re sealed up and ready to go.While the cost of refills is up to you to judge, I should say that they\'re easy to get either here at Amazon or at warehouse shops and grocery stores.  Convenient!This thing has helped us after some *major* blowouts, and I\'m impressed with just how many diapers it can hold.",5
"Playtex Diaper Genie - First Refill Included","Stinky - The baby\'s room always smelled of dirty diapers. Expensive - Constantly replacing the bag cartridge. Too complicated - Changing the cartridge can only be done by someone who has read the instructions first.  Too small - Holds 25 diapers...HA! I have absolutely nothing good to say about this product. Don\'t waste your money.",1
"Playtex Diaper Genie - First Refill Included","I love the Diaper Genie and won\'t use anything else and I have used others. With my first baby I used the trash can and talk about smelling up the whole house. Unless you take the trash out right after a poppy diaper your house will stink!!!! Then I bought a no name diaper pail pretty much it was a trash can with a lid same problem it smelled. I am amazed at how Well the diaper genie holds back the smells.As for the complaints people listed all you need to do is READ the direction!!! My husband can empty and load new genies bags in minutes. He says it\'s as easy as changing a bag in a garbage can, if you just follow the direction. And for the complaints that as the baby gets older it doesn\'t hold the smell back anymore. The problem there is they probably never clean it!!!! Anytime you put smelly diapers in something after months of use it\'s going to soak up the smells and start to stink. So once a month when the genie is empty spray some Clorox or pine sole in and wipe and keep it fresh smelling as you would any trash can. Since the genie bags keep the pail Very clean, I can see why some would go years and never giving it a good wipe down, but to keep smells from building up spray something in it once and awhile. I will definitely use the genie again with our 3rd baby!!!!!!",5
"Playtex Diaper Genie - First Refill Included","I wish I would have read some reviews before registering for the Diaper Genie.It fills up too quickly.  Dumping the diapers is a pain.  The refills are expensive.  It does not contain odors very well.  I\'m thinking about using a garbage can with a lid instead of the Diaper Genie.",1
"Playtex Diaper Genie - First Refill Included","I have used this product quite a bit.  It IS cumbersome and it IS expensive...  This is an innescessary, wasteful product.",1
"Playtex Diaper Genie - First Refill Included","I received this as a shower gift and was disappointed because I had heard bad things about it.  To my surprise I have not had any problems with it whatsoever.  Just follow the instructions that come with it and you should be fine.  It has kept our nursery odor free.  Great Product.",5
"Playtex Diaper Genie - First Refill Included","We did alot of research on diaper pails before our first child was born. We knew a few couples with the Diaper Genie, and one couple with the Diaper Champ. The couple with the Diaper Champ has a baby that is 3 months older than our child. This couple liked their Champ just fine, saying they noticed no odors. We also read tons of reviews, mainly here on Amazon, of both products. And from the reviews, it seemed there were many happy customers of both products. So we decided, if they were about equal, we would go with the more convenient and cheaper solution, the Champ.Well, we were pretty happy for about 4 to 6 months. We very much liked that we could use our regular trash bags. And changing the Champ\'s bag is very easy. But after our child was well into eating solids, at about 7 months, the smell became unbearable. It really is true that babies\' poops really start to stink much, much worse when they eat lots of solids. So we went out and bought a Diaper Genie.  We have been using the Genie now for 2 months and very happy with the Genie. The Genie has 2 big advantages over the Champ, in regards to smell control. 1) Each diaper is contained in its own litte pouch via the Genie\'s twisting mechanism. 2) The filler bags progress in thickness, so as your child gets older, and her poops get smellier, you can get thicker, better bags.After using the Genie for about 2 months now, we are very pleased. The Champ is essentially a simple waste pail with a fancy hood. The hood and ordinary trash bags don\'t do much for odor prevention. The drawbacks to the Genie though, are that you must buy their fillers, and the bag changing mechanism is much more complicated than the Champ\'s. We thought these were worth dealing with to prevent the odors.",5
"Playtex Diaper Genie - First Refill Included","I have been using the Diaper Genie from day one and it is an awesome product. I wish I had thought of it! My only complaint is that the first few diapers don\'t tend to stay separated, I have gotten it to work a few times but it\'s tricky. As long as there isn\'t a poopy in the first 3-5 you put in, odor isn\'t a problem. If I have a poopy after I\'ve just changed it I just take it straight out to the dumpster. No problem! It also is easy to carry for travel when you go on vacation.",4
"Playtex Diaper Genie - First Refill Included","But my husband wanted it on the registry.  And we both love it.  It is very convenient.  Contains smells unlike a regular garbage could.",5
"Playtex Diaper Genie - First Refill Included","I am pretty happy with my daiper genie.  I haven\'t tried other diaper pails for comparison, but this one does the trick, and helps control odor.  Its roomy enough that I only need to empty it every two or three days with size 3 diapers.  To help with odor control I spray with lysol each time I empty it.  It is easy to change the refills, but there is one ring inside that is difficult to fit in place when changing the refill.",4
"Playtex Diaper Genie - First Refill Included","This was the greatest thing when I brought my son home from the hospital! No smell. It took us a while to figure out how to use it. I even loved the smell of the refills.Then my son started on solids. He is now 11 months old and the diaper genie hasn\'t been used in a month. I can\'t stand to even open the lid to put a diaper in it, much less empty it. A couple of months ago, I put a Wizard Stick up in the top and two in the bottom to help the horrible smell. This did the trick for a week! After buying 10 refills, now I have to spend that much more on the stick-ups? No way!We started using a trash can with the scented liner and it smells better than the diaper genie, and we have just finished a week of the stomach flu. (But this method doesn\'t work for the dog owner or the curious crawler!)Large capacity-NOT! I never did get more than 20 diapers in mine except for the newborn size. The snake would get balled up if you ""twisted"" the bag more than three times, which like someone else said uses the refills up to fast.We followed the directions and used it correctly. IT DID LIVE UPto it\'s claims. I was extremely satisfied with it until a couple of months ago-that is why I gave it 3 stars!1. This product is difficult to use until you get used to it. (My left handed mother kept turning it the other way from us!)2. Refills can get pricey (You can buy two CHAMPS in what you will spend on a year of refills!)3. Once the diapers get really stinky, so does the GENIE!Knowing what I know now, I would not recommend this to anyone who wants to use it past the 6 month point. Save your money and just use a trash can or check out the reviews on the competition!",3
"Playtex Diaper Genie - First Refill Included","Don\'t waste your money on a Diaper Genie. I had great expectations. I guess I should have had no expectations because we use it no more. It got stinky. And it\'s just a hassle to use. It\'s a lot easier to throw the dirty diaper in a plastic grocery bag and toss it in the garbage.",1
"Playtex Diaper Genie - First Refill Included","I received a diaper genie as a gift and it sounded great but we ended up not really needing it.  We used all the time at first, then only for ""stinkys"" then quit using it altogether.  For us it was just as easy to toss the diapers in the main house trash.  We live in the boonies and have to take our garbage to the dump so house trash goes to the barn pretty much daily.  Once your baby is mobile, you\'re probably not going to keep it in their room, my guys figured out how to knock it over and open it, not only gross but dangerous since there are some sharp cutting edges any averagely resourceful kid can get at.  The other thing to consider, if you are even remotely environmentally concious, this thing is an environmental nightmare, not only are you encasing the dirty diapers in extra plastic, you then need another bag for the diaper ""sausage"".  Essentially the diapers get wrapped in extra plastic twice.",3
"Playtex Diaper Genie - First Refill Included","I thought this would be a great thing to have but after my baby started eating solids the stink escapes. I switched to toddler liners but that did not help much either. Not many diapers fit in the pail. You can never get just one diaper in the first section. No matter how many times you turn it the hanging diaper twists into the new diaper. The only thing I can say good about it, is that it is better than a plain trash can.",2
"Playtex Diaper Genie - First Refill Included","I have used the Original Diaper Genie with all three of my children.  I thought it was a neat little invention when I first got it as a baby shower gift.  I would have to say that I haven\'t had a problem with odors while the system is completely closed (bags fully twisted, top on, and not too full).  However, keep a can of air freshener and/or Lysol spray nearby when you empty [it], or you are in for a real ""treat""!  In fact, I would strongly recommend taking it straight to the garbage can outside and emptying it there, right over top of it.  The canister itself holds in the odor, but the bags DO NOT.  So when you unload that thing, you might want to do it in a place where there is plenty of ventilation!  The cutter hasn\'t been that bad for me.  Granted, you have to make a few passes with it, but I have found that if I twist the bag a little while I twist the cutter, it does a lot better (the key is TENSION).  All in all, I have not been ""dissatisfied"" with the Diaper Genie.  It has made it through three children, and I can honestly say that my baby\'s room smells clean and fresh 90% of the time, which is what matters most to me.",3
"Playtex Diaper Genie - First Refill Included","I registered for the Diaper Genie because I heard great things and also looked at the reviews.  It started to work fine for about a week or so.  When I tried to put the diaper in the Genie it was very tight and when I tried to turn the top it would be hard.  Everything would go good until, I was probably at the 10th or so diaper, then it just wouldn\'t work right after that.  On several occasions my husband would say he fixed it, but the same problem would happen again.  Now maybe we just had it all wrong, but I really don\'t think so.  I don\'t recommend the Diaper Genie.  It is now sitting in my son\'s room in the corner with no use out of it.",2
"Playtex Diaper Genie - First Refill Included","Everyone I know who is a new parent has one of these things.  They also have given up on it after a while.  I don\'t know anyone that actually bought it for themselves... it\'s always a registry gift, or a hand-me-down.  It\'s a nice concept, but it doesn\'t use regular bags, and you have to shove your hand along with the poopy diaper into it.  That alone was enough for me to switch to the Champ!",1
"Playtex Diaper Genie - First Refill Included","This thing is a waste of money. It fills up too fast and the refills are expensive. I recommend the Diaper Champ. You don\'t have to use any special bags, just regular trash bags, and it holds a lot more diapers. Stay away from the Diaper Genie. It sounds neat but it\'s not. It\'s annoying.",1
"Playtex Diaper Genie - First Refill Included","Refills are expensive, and the average newborn goes through more than one a month. My son was going through a refill every 9 days for the first 2 months.  Now, he\'s 4 months old, and he\'s going through a refill every 3 weeks.  Now that he\'s on solid food and his diapers are more stinky, it is NOT completely odor free like the box claims to be. I can definately smell baby powder scent over poop if I am near the genie. If I had to buy it over again, I would purchase the Diaper Champ.",2
"Playtex Diaper Genie - First Refill Included","It is a BIG WASTE OF MONEY. The Diaper genie is good for when your baby is an newborn (1-3 months) After they are 4 months there doo doo really stinks and the smell does come out a little bit even if you change it every other day. The inside gets  horrible smell like something died in it. It is very hard to replace the refill. Even though they discontinued selling the original they still sell the refills for the original right next to the the wide refills. So for my baby shower I recieved the original re-fill for my wide genie. And I did not notice it untill I tried to replace it so I already opened the origianl refill and some how broke the darn thing. So right now it is in the garbage. Money down the drain.",1
"Playtex Diaper Genie - First Refill Included","This product has done well for me. I have a two-month-old daughter. The refills are expensive but they last a long time. I empty this two or three times a week. Sometimes I notice an odor. That\'s because my husband won\'t use it properly. If you use this, you have to do a few things to prevent odor:- Always twist after you put a diaper in, don\'t leave it sitting in top- Empty it promptly as soon as you have to push to get a diaper in- For the first few diapers, position them carefully and give them some extra twists- Always give enough twists, one little turn won\'t be enough- Keep the lid closedIf you (or your spouse) can\'t use the thing properly all the time you may want to consider something a little more forgiving.",4
"Playtex Diaper Genie - First Refill Included","I received this as a shower gift but when the time came to use it, it didn\'t work like they say is does. It doesn\'t start to twist the diapers until there is enough diapers in it to reach the bottom. Everytime you put another diaper in, the one before it untwists and they fall together. So your &quot;sausage&quot; has one huge link and several small links. I went to another type of diaper pail and gave mine to someone else.",1
"Playtex Diaper Genie - First Refill Included","I had no trouble using this product.  The directions are very clear and include pictures.  Our baby is one week old and going through diapers like mad.  This works great and there is no smell.  I bought this on recommendation from my brother who bought it 5 years ago for his eldest son.  They are now using the same one for their 3 1/2 month old.  Overall a great product.",5
"Playtex Diaper Genie - First Refill Included","I love this product.  Once I figured out how to use it, I became extremely satisfied.  The main problem is that if someone else changes the baby, they usually turn the wrong section, which cuts the plastic rather than sealing the diaper.  It is not to difficult to fix after that though.",4
"Playtex Diaper Genie - First Refill Included","I really like the Diaper Genie...  I can finally walk into my nursery and not tear up from the smell of dirty/stinky diapers!  Although I have found the smell-free zone appealing, there are a few drawbacks to the device.  It is a bit complicated to figure out... make sure you save the instructions, you will need to review them from time to time.  It does fill up fast, but I would be changing a regular diaper pail just as frequently.  The refill bags last for a reasonable amount of time (about three weeks), but you do have to buy Playtex\'s brand of refills and not some of the cheaper generic brands.  (Be careful too that you get the correct refill bags, since there is a wide mouth unit and a smaller older version.... I can thank my husband for finding out about that one!)  All in all, I have found that the benefits far outweigh the pains in using this device.  If I had to do it over again, I would opt for the unit just so that I can enjoy time in my nursery with my baby without having to feel like I am trapped in a porto-potty!",4
"Playtex Diaper Genie - First Refill Included","I love my diaper genie and there is no diaper odor, as long as you make sure the dirty diaper is completely twisted in its own little &quot;pocket&quot;. It fills up fast and you can run out of the plastic bag without warning. Also once you start a new &quot;train&quot; of dirty diapers, it\'s difficult to get the first one started through correctly. Overall, I love it and am glad I own one.",4
"Playtex Diaper Genie - First Refill Included","The Diaper Genie is sooo easy to use and they always have coupons on refills.  I love it.. Even my husband can use it lolol... u just pop a diaper in til u feel the grabber thingys and then close it and twist the lid and it locks in the diaper... I can keep it next to the changing table and know my son can\'t get into it and won\'t smell his nasty poopies..",4
"Playtex Diaper Genie - First Refill Included","We received the Diaper Genie as a shower gift and were not impressed.  The smell was aweful and we had to fight with it to get the ring to turn.  After a week of frustration I went out and bought a Diaper Dekor Plus.  I\'ll admit that the smell isn\'t pleasant when you change the bag but it is a lot easier than the Diaper Genie.  Another nice feature of the Dekor is you can keep one hand on the baby and use your foot to open the container to dispose of the diaper unlike the Genie. Spend a little more and make your life easier!",3
"Playtex Diaper Genie - First Refill Included","we\'ve been using this for 15 months with no problems.  though the retainer clip that keeps the cutter in the lid did just break off.  i think what works best for us, and keeps the cost WAY down on refills is to only use the genie for the poopy diapers.  the rest we toss in a lidded medium kitchen trash can.  a month or so ago, i filled them both with bleach water for several hours--they were beginning to smell.  but i think that\'s not so bad for 14 months of continuous use!  meanwhile, i just spray the inside of both with lysol each time i empty them.  i also just read a tip somewhere that wiping them out with a disinfectant cloth also works.so far, i may have changed the refill only 5 times or so. not bad!  i\'m glad i got this as a shower gift!",4
"Safety 1st Tot-Lok Four Lock Assembly","I love these locks, and the fact that when baby is asleep or out of the house, you can deactivate them with a quick flick of a little switch!! (obviously, you need to remember to reactivate them, or they are useless).I completely disagree with the &quot;impossible to install&quot; reviewer - they could not have been more self-explanatory!  (Send those that are hanging in your garage to us - we\'ll use them!)  We did need to use a drill, but they are far stronger than any others (especially the stick-on ones) that we tried.You do need to have a set spot that the &quot;key&quot; goes after each use, or you will be frustrated and out of luck if the key is misplaced.  All family members needing access to the locked cabinets must religiously return the key to its place - and the locks work like a charm!",5
"Safety 1st Tot-Lok Four Lock Assembly","These locks are the best solutions I\'ve tried, for many applications, but compared to the others they are also VERY DIFFICULT TO INSTALL.  I am a carpenter but don\'t mean to say you can\'t install them with modest skills -- yet there are many opportunities to mess up by misaligning the pieces, tearing up the wood, stripping the screws, or drilling through the drawer/door front -- it is necessary to drill from the back to within ONE EIGHTH INCH of the front.  Sure you can do it, with care, but care takes time and we all have bad days.  I think they should give you a drill bit and stop, or at least sell one alongside the locks.They should insist that EVERYONE GET AT LEAST TWO KEYS because you *will* either lose one (perhaps to a curious toddler) or, my weakness, lock the key in the cabinet or drawer.  Next, the locks are not very adaptable to the many drawer and door configurations out there for lack of a surface to mount, clearance to moving parts, or tight quarters difficulty maneuvering the drill where it needs to be.  They also don\'t need to use these irritatingly small screws (#4\'s?).When these magnetic locks work right, they are a dream.  We have one on the hallway medicine cabinet that has been working flawlessly for seven years.  But being the best is not always enough, and it is on installation that these stumble.",3
"Safety 1st Tot-Lok Four Lock Assembly","Just like the others have all stated, prepare to study the instructions for a while before drilling.  I\'m very handy with this sort of thing, but the totloc installation is not particularly intuitive.After the learning curve is found the rest is a cinch and worth it.  It\'s a great lock system and completely hidden from view.  The bypass switch is great for cooking as long as your child is not in the kitchen.  Just make sure that you flip the bypass back after you are finished.  -Forgetting to do that has always haunted me...",5
"Safety 1st Tot-Lok Four Lock Assembly","I have a wooden desk that seemed to be unchildproofable! I tried several different latch-style locks but nothing would fit because of the way the desk is built. I read some reviews on these Tot Loks and I have to admit I was afraid to buy them because everyone was saying that they are difficult to install.I bought some anyway. I found that they were EASIER to install than any two piece latch-style locks. With the latch-style, you have to do tedious measuring which I have zero patience with. Tot Loks come with little templates so, there is NO MEASURING involved!!My advice to anyone is to read the instructions over four or five times while sitting in front of your drawers or cabinets with all the pieces of the locks with you. After reading and looking for a while, I understood completely. I also suggest using some clear tape to tape down the template, especially on the side where you have to drill several holes. These take some time to install but, with a little patience, they are very simple and VERY effective! I\'m glad I got them and I will be getting more!",5
"Safety 1st Tot-Lok Four Lock Assembly","I FOUND THESE VERY HANDY WITH MY SON WHO HAS BROKE ALL BUT TWO OF THE OLD FASHIONED STLYE LOCKS. HE JUST YANKS THE DOOR OPEN AND BREAKS THE LATCH OFF. I FOUND THEM A LITTLE HARD TO INSTALL AT FIRST BUT ONCE I FIGURED IT OUT WITH THE TEMPLATE PROVIDED THEY ARE NOT REALLY THAT HARD. I PLAN ON GETTING MORE TO REPLACE THE BROKEN ONES NOW THAT I AM PREGNANT WITH MY THIRD CHILD. WE JUST PUT THE MAGNET ON THE TOP FRONT OF THE FRIDGE SO IT DOESN\'T GET LOST AND NO LITTLE HANDS (EVEN IF HE CLIMBS ON A CHAIR) CAN REACH IT.",5
